
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
6E:C2:42:57:A6:B2, 2025-12-30 22:20:09, 2025-12-31 23:26:19, 11, 130, WPA2, CCMP, PSK, -82,     2816,        0,   0.  0.  0.  0,   0, , 
AA:A3:99:A7:57:38, 2025-12-30 22:20:09, 2025-12-31 23:26:17,  1, 130, WPA2, CCMP, PSK, -58,     4392,    14627,   0.  0.  0.  0,   7, Kuldeep, 
AA:A3:99:A7:57:3C, 2025-12-30 22:20:09, 2025-12-31 23:26:17,  1, 130, WPA2, CCMP, PSK, -58,     4478,     1058,   0.  0.  0.  0,  10, Kuldeep_5G, 
6C:C2:42:67:A6:B2, 2025-12-30 22:20:09, 2025-12-31 23:26:12, 11, 130, WPA2, CCMP, PSK, -77,     2819,        0,   0.  0.  0.  0,   8, Shubh-5G, 
FC:22:F4:2E:A0:62, 2025-12-30 22:20:09, 2025-12-31 23:26:19,  6, 130, WPA2, CCMP TKIP, PSK, -43,     5386,    44995,   0.  0.  0.  0,   7, Dhairya, 
20:89:8A:B8:F7:42, 2025-12-30 22:20:09, 2025-12-31 23:26:19,  6, 130, WPA2, CCMP, PSK, -69,     5099,      237,   0.  0.  0.  0,  13, Jaspreet57_4G, 
44:95:3B:21:25:20, 2025-12-30 22:20:10, 2025-12-31 23:26:18,  9, 270, WPA2, CCMP TKIP, PSK, -84,      974,      138,   0.  0.  0.  0,  12, MS_Ajmani_A2, 
14:EB:B6:C2:D4:6A, 2025-12-30 22:20:11, 2025-12-31 23:26:18,  3, 270, WPA2, CCMP, PSK, -80,     7807,      206,   0.  0.  0.  0,  12, First Floor , 
3C:84:6A:8C:FC:DE, 2025-12-30 22:20:12, 2025-12-31 23:26:18,  3, 130, WPA2, CCMP, PSK, -72,     4598,       87,   0.  0.  0.  0,  12, ES_Study_2.4, 
4C:93:A6:8A:D0:82, 2025-12-30 22:20:12, 2025-12-31 23:26:19,  5, 130, WPA2, CCMP, PSK, -77,     3844,      976,   0.  0.  0.  0,   7, LAKSHYA, 
AC:15:A2:66:F5:CD, 2025-12-30 22:20:12, 2025-12-31 23:26:18,  4, 130, WPA2, CCMP, PSK, -86,     2842,     3695,   0.  0.  0.  0,  11, ACTFIBERNET, 
64:FB:92:B0:25:F0, 2025-12-30 22:20:12, 2025-12-31 23:26:19, 10, 270, WPA2, CCMP TKIP, PSK, -84,     2439,        0,   0.  0.  0.  0,  15, www.excitel.com, 
D8:47:32:43:6E:D6, 2025-12-30 22:20:12, 2025-12-31 17:38:36,  6, 130, WPA2 WPA, CCMP TKIP, PSK, -88,     2689,        0,   0.  0.  0.  0,   9, 270086434, 
78:BB:C1:1E:42:49, 2025-12-30 22:20:12, 2025-12-31 23:26:19, 11, 130, WPA2, CCMP TKIP, PSK, -69,     5282,      135,   0.  0.  0.  0,  16, Airtel_kara_6585, 
64:FB:92:B0:25:EF, 2025-12-30 22:20:12, 2025-12-31 23:26:19, 10, 270, WPA2, CCMP TKIP, PSK, -86,     2473,      101,   0.  0.  0.  0,  14, Excitel_amaira, 
B0:7F:B9:44:83:6D, 2025-12-30 22:20:12, 2025-12-31 23:26:19,  6, 130, WPA2, CCMP TKIP, PSK, -81,     1127,       33,   0.  0.  0.  0,  11, kabir55_EXT, 
E8:65:D4:9A:F0:09, 2025-12-30 22:20:12, 2025-12-31 17:38:40,  6, 270, WPA2 WPA, CCMP, PSK, -87,     1913,       81,   0.  0.  0.  0,   9, Babal1955, 
C0:8F:20:0F:BE:2B, 2025-12-30 22:20:16, 2025-12-31 12:34:32, 11, 270, WPA2 WPA, CCMP TKIP, PSK, -84,     1941,      435,   0.  0.  0.  0,  15, Skyworth_0AE195, 
20:0C:86:9D:B4:E9, 2025-12-30 22:20:20, 2025-12-31 23:26:09,  6, 130, WPA2, CCMP TKIP, PSK, -84,      899,       83,   0.  0.  0.  0,  16, Airtel_nikh_6506, 
10:55:E4:C7:F7:12, 2025-12-30 22:20:27, 2025-12-31 23:26:16,  1, 130, WPA2 WPA, CCMP TKIP, PSK, -75,     2429,       43,   0.  0.  0.  0,  15, Skyworth_3660A5, 
74:DA:88:F3:9A:54, 2025-12-30 22:20:28, 2025-12-31 17:55:57,  1, 270, WPA2, CCMP, PSK, -89,     1375,       31,   0.  0.  0.  0,   9, 2nd Floor, 
10:0C:6B:DC:FC:31, 2025-12-30 22:21:29, 2025-12-31 17:55:50,  2, 130, WPA2, CCMP TKIP, PSK, -87,       12,        0,   0.  0.  0.  0,  14, Ganiah55_2GEXT, 
8C:A3:99:E6:5A:21, 2025-12-30 22:24:25, 2025-12-31 17:55:57,  1, 130, WPA2, CCMP TKIP, PSK, -85,      644,       22,   0.  0.  0.  0,  16, Airtel_kara_6585, 
62:DA:0C:B3:32:02, 2025-12-30 22:26:58, 2025-12-31 17:55:57,  1, 130, WPA2, CCMP, PSK, -87,      957,      159,   0.  0.  0.  0,  10, Harmeet 5g, 
62:DA:0C:B3:32:06, 2025-12-30 22:26:58, 2025-12-31 17:55:57,  1, 130, WPA2, CCMP, PSK, -89,     1119,      389,   0.  0.  0.  0,   8, arzoi_5G, 
FC:9F:2A:0C:82:5F, 2025-12-30 22:27:09, 2025-12-31 17:55:57,  1, 130, WPA2 WPA, CCMP TKIP, PSK, -87,     1208,        0,   0.  0.  0.  0,  13, Airtel_Raksha, 
44:95:3B:20:B3:00, 2025-12-30 22:28:20, 2025-12-31 12:34:32, 10, 270, WPA2, CCMP TKIP, PSK, -90,      462,        6,   0.  0.  0.  0,  12, MS_Ajmani_A1, 
44:FA:66:1B:58:08, 2025-12-31 10:16:38, 2025-12-31 12:34:33,  6,  65, OPN, ,   , -80,     2331,        0,   0.  0.  0.  0,  28, HP-Print-08-LaserJet Pro MFP, 
FC:9F:2A:27:D0:E7, 2025-12-31 10:16:41, 2025-12-31 23:26:15, 11, 130, WPA2 WPA, CCMP TKIP, PSK, -86,     1156,       46,   0.  0.  0.  0,  16, Airtel_aman_4679, 
FC:22:F4:2E:A0:63, 2025-12-31 10:43:41, 2025-12-31 10:43:41, 10,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DA:B2:05:69:D3:CE, 2025-12-31 10:43:57, 2025-12-31 12:22:24,  6, 180, WPA2, CCMP, PSK, -89,     1109,        0,   0.  0.  0.  0,  14, Galaxy A12D510, 
50:2B:73:97:41:61, 2025-12-31 10:44:40, 2025-12-31 12:34:34,  8, 130, WPA2, CCMP TKIP, PSK, -88,      994,      134,   0.  0.  0.  0,   8, Ganiah55, 
10:55:E4:C7:01:C2, 2025-12-31 10:44:43, 2025-12-31 12:31:51,  1, 130, WPA2 WPA, CCMP TKIP, PSK, -91,      656,       23,   0.  0.  0.  0,  15, Skyworth_356B55, 
4C:22:F3:E4:D6:1F, 2025-12-31 10:45:11, 2025-12-31 12:27:58,  1,  -1, WPA, ,   ,  -1,        0,      367,   0.  0.  0.  0,   0, , 
72:DA:0C:B3:31:22, 2025-12-31 10:45:18, 2025-12-31 12:31:14, 11, 130, WPA2, CCMP, PSK, -91,       10,        1,   0.  0.  0.  0,   7, Anuj 4g, 
4C:93:A6:84:B2:B2, 2025-12-31 10:51:25, 2025-12-31 12:04:10,  2, 130, WPA2, CCMP, PSK, -90,       23,        1,   0.  0.  0.  0,   9, Tashvi_4G, 
74:DA:DA:EB:B8:30, 2025-12-31 11:31:02, 2025-12-31 17:28:16,  1, 270, WPA2, CCMP, PSK, -90,      256,       19,   0.  0.  0.  0,  10, Nishant-4G, 
D6:3D:60:D9:D7:BE, 2025-12-31 11:32:07, 2025-12-31 11:42:17,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
72:DA:0C:B3:31:26, 2025-12-31 11:39:28, 2025-12-31 12:30:06, 11, 130, WPA2, CCMP, PSK, -90,        3,        3,   0.  0.  0.  0,   7, Anuj 5g, 
56:BD:79:C4:A8:DD, 2025-12-31 12:04:02, 2025-12-31 12:05:53, 11,  54, WEP, WEP,   , -86,        0,        0,   0.  0.  0.  0,   7, DIRECT-, 
48:00:33:97:0B:87, 2025-12-31 12:05:23, 2025-12-31 12:24:52,  8,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
74:EE:2A:DA:6E:8A, 2025-12-31 12:24:59, 2025-12-31 12:24:59,  1,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
BC:6E:E2:03:6A:7E, 2025-12-30 22:20:10, 2025-12-31 11:41:42, -82,      870, 44:95:3B:21:25:20,MS_Ajmani_A2,MS_Ajmani_A1_5GHZ
3E:94:81:D7:AE:98, 2025-12-30 22:20:10, 2025-12-30 22:22:41, -81,       35, 44:95:3B:21:25:20,
A6:B9:61:8C:3D:A5, 2025-12-30 22:20:10, 2025-12-31 12:30:56, -81,       23, (not associated) ,
60:E9:AA:84:07:9B, 2025-12-30 22:20:12, 2025-12-31 10:16:41, -83,     1106, 4C:93:A6:8A:D0:82,
B2:7F:B9:44:83:6D, 2025-12-30 22:20:12, 2025-12-31 23:26:01, -86,      130, (not associated) ,Airtel_kabir55
58:B6:23:43:06:C0, 2025-12-30 22:20:13, 2025-12-30 22:36:47, -54,      656, 20:89:8A:B8:F7:42,
E8:C8:29:D2:E1:9B, 2025-12-30 22:20:14, 2025-12-30 22:36:44, -87,      609, 44:95:3B:21:25:20,MS_Ajmani_A2
3A:36:DE:CA:C5:08, 2025-12-30 22:20:20, 2025-12-31 23:26:17, -63,     4198, FC:22:F4:2E:A0:62,Dhairya,lakshya 5g
B0:7F:B9:44:83:6D, 2025-12-30 22:20:20, 2025-12-31 23:26:18, -81,      172, (not associated) ,Airtel_kabir55
E0:80:6B:4E:DE:4C, 2025-12-30 22:20:21, 2025-12-31 17:28:16, -75,    14394, AA:A3:99:A7:57:38,
36:FB:B2:A9:FA:47, 2025-12-30 22:20:23, 2025-12-31 23:26:16, -39,    45136, FC:22:F4:2E:A0:62,Dhairya
9A:ED:6D:16:8C:7B, 2025-12-30 22:20:34, 2025-12-31 11:41:41, -85,      105, C0:8F:20:0F:BE:2B,
A6:89:58:79:69:95, 2025-12-30 22:20:38, 2025-12-30 22:20:38, -81,        1, (not associated) ,
0A:9E:3B:B4:49:93, 2025-12-30 22:20:38, 2025-12-30 22:20:38, -82,        1, (not associated) ,clear-internet
FC:22:F4:2E:A0:62, 2025-12-30 22:20:48, 2025-12-31 12:30:35, -33,       35, (not associated) ,
E6:0F:34:E7:41:EE, 2025-12-30 22:21:00, 2025-12-31 12:27:30, -72,       67, (not associated) ,
7E:A1:BE:E7:C2:11, 2025-12-30 22:21:02, 2025-12-31 10:58:35, -88,       42, 8C:A3:99:E6:5A:21,Airtel_kara_6585
AE:1E:9E:BA:D3:B4, 2025-12-30 22:21:31, 2025-12-30 22:21:31, -85,        1, (not associated) ,
0A:9C:8B:1F:05:67, 2025-12-30 22:21:52, 2025-12-30 22:33:30, -85,       12, (not associated) ,
7E:97:5F:72:A6:29, 2025-12-30 22:22:14, 2025-12-30 22:22:14, -82,        1, (not associated) ,clear-internet
06:6D:2B:0F:FF:F6, 2025-12-30 22:22:14, 2025-12-30 22:22:14, -82,        1, (not associated) ,
BC:C3:42:45:F8:28, 2025-12-30 22:22:18, 2025-12-31 12:26:35,  -1,       18, B0:7F:B9:44:83:6D,
EC:9C:32:7A:14:E7, 2025-12-30 22:23:31, 2025-12-31 12:05:54, -90,       23, 20:0C:86:9D:B4:E9,Airtel_nikh_6506
0A:74:7F:DF:20:D7, 2025-12-30 22:23:58, 2025-12-31 11:40:22,  -1,       21, E8:65:D4:9A:F0:09,
0E:84:4E:12:19:A0, 2025-12-30 22:24:13, 2025-12-31 12:31:21, -86,       48, (not associated) ,
C2:FE:39:B7:FA:76, 2025-12-30 22:24:27, 2025-12-30 22:24:27, -84,        1, (not associated) ,clear-internet
42:8A:5C:90:AB:E1, 2025-12-30 22:25:46, 2025-12-30 22:25:46, -84,        2, (not associated) ,
FA:E8:6B:58:B1:75, 2025-12-30 22:27:01, 2025-12-31 12:30:42, -91,       51, 64:FB:92:B0:25:EF,
72:6F:43:6A:8B:8D, 2025-12-30 22:27:26, 2025-12-31 12:31:00, -86,      356, C0:8F:20:0F:BE:2B,arzoi_5G
B2:0C:D7:61:9F:3F, 2025-12-30 22:27:34, 2025-12-30 22:27:34,  -1,        1, C0:8F:20:0F:BE:2B,
34:FC:99:76:6C:28, 2025-12-30 22:27:48, 2025-12-31 12:31:32, -90,      363, 64:FB:92:B0:25:EF,
F2:76:AD:B6:04:F4, 2025-12-30 22:28:09, 2025-12-30 22:28:09, -87,        1, (not associated) ,
BE:87:B9:13:44:67, 2025-12-30 22:28:35, 2025-12-31 12:31:32, -76,      352, 62:DA:0C:B3:32:06,arzoi_5G
DA:63:48:6B:DB:20, 2025-12-30 22:29:37, 2025-12-31 23:26:07, -84,       22, 44:95:3B:21:25:20,
70:08:10:65:0B:85, 2025-12-30 22:29:48, 2025-12-31 23:26:18, -91,      543, 44:95:3B:21:25:20,6C6170FC,MS_Ajmani_A2
E8:9E:B4:24:F0:B7, 2025-12-30 22:30:01, 2025-12-31 12:01:42, -88,       16, E8:65:D4:9A:F0:09,
6A:36:A4:2D:A2:59, 2025-12-30 22:30:33, 2025-12-30 22:30:33, -82,        2, (not associated) ,
2A:8E:AE:66:B7:0C, 2025-12-30 22:30:33, 2025-12-30 22:30:33, -84,        2, (not associated) ,
02:8D:6F:C7:ED:5B, 2025-12-30 22:30:33, 2025-12-30 22:30:33, -82,        1, (not associated) ,
F2:33:3A:F7:5B:FD, 2025-12-30 22:30:40, 2025-12-30 22:30:40, -84,        2, (not associated) ,
CA:49:55:7C:77:E1, 2025-12-30 22:30:40, 2025-12-30 22:30:40, -90,        2, (not associated) ,
A6:F9:28:C2:E9:54, 2025-12-30 22:31:09, 2025-12-31 12:04:23, -90,       81, 78:BB:C1:1E:42:49,Airtel_kara_6585
96:20:0A:08:F4:B8, 2025-12-30 22:31:18, 2025-12-30 22:31:18, -80,        1, (not associated) ,
AE:1E:9E:75:73:5C, 2025-12-30 22:31:34, 2025-12-30 22:31:34, -84,        2, (not associated) ,
BA:2C:CA:5C:FF:F9, 2025-12-30 22:31:40, 2025-12-30 22:31:40, -72,        1, (not associated) ,
D4:E8:53:2B:7F:B6, 2025-12-30 22:31:42, 2025-12-31 12:06:08,  -1,        4, 20:0C:86:9D:B4:E9,
9E:CB:21:7F:38:D1, 2025-12-30 22:32:46, 2025-12-30 22:32:46, -63,        1, (not associated) ,
E6:4D:0A:07:86:16, 2025-12-30 22:33:09, 2025-12-30 22:33:09, -89,        1, (not associated) ,
8E:FD:5A:54:95:6A, 2025-12-30 22:34:08, 2025-12-31 12:34:25, -86,      417, 4C:93:A6:8A:D0:82,LAKSHYA
F6:72:19:29:61:6F, 2025-12-30 22:35:33, 2025-12-30 22:36:19, -90,        7, (not associated) ,Excitel_amaira5g
B6:19:51:3A:85:45, 2025-12-30 22:36:11, 2025-12-30 22:36:11, -80,        2, (not associated) ,clear-internet
5A:0C:A5:13:2A:67, 2025-12-30 22:36:11, 2025-12-30 22:36:11, -82,        2, (not associated) ,
1E:1D:7E:B7:20:04, 2025-12-30 22:36:11, 2025-12-30 22:36:11, -83,        2, (not associated) ,clear-internet
8A:B3:B7:8E:7C:F9, 2025-12-30 22:36:11, 2025-12-30 22:36:11, -83,        2, (not associated) ,
46:87:C1:AF:9D:B0, 2025-12-30 22:36:11, 2025-12-30 22:36:11,  -1,        1, 20:0C:86:9D:B4:E9,
0E:3A:D3:9F:D6:2A, 2025-12-31 07:26:59, 2025-12-31 12:03:46, -88,       11, (not associated) ,MS_Ajmani_A1_5GHZ
76:91:F2:5B:2B:F3, 2025-12-31 07:27:04, 2025-12-31 07:27:08, -86,        2, 44:95:3B:20:B3:00,
7E:06:3C:1E:29:51, 2025-12-31 10:16:48, 2025-12-31 10:16:48, -85,        1, (not associated) ,
D6:20:30:57:FF:D4, 2025-12-31 10:16:51, 2025-12-31 12:29:09, -90,      508, 44:95:3B:20:B3:00,MS_Ajmani_A1
7A:CD:6F:96:61:91, 2025-12-31 10:27:33, 2025-12-31 12:31:18, -90,      153, 4C:93:A6:8A:D0:82,
6E:34:F9:04:CB:7E, 2025-12-31 10:43:48, 2025-12-31 12:22:19, -88,      922, 4C:22:F3:E4:D6:1F,SGHMS.JIO
CA:9E:5D:27:8A:37, 2025-12-31 10:43:55, 2025-12-31 10:43:55, -85,        1, (not associated) ,
56:8F:33:4A:30:D5, 2025-12-31 10:44:08, 2025-12-31 12:27:59,  -1,       28, 14:EB:B6:C2:D4:6A,
A4:CF:99:48:47:AA, 2025-12-31 10:44:25, 2025-12-31 12:20:44, -65,       28, (not associated) ,LAKSHYA5g
5A:95:4B:CA:07:9F, 2025-12-31 10:44:33, 2025-12-31 12:26:55,  -1,      167, 14:EB:B6:C2:D4:6A,
